,id,value
211,id_211,59.04291159054088
212,id_212,18.16951222483059
213,id_213,95.79956079356529
214,id_214,33.60586711230119
215,id_215,67.41175133834665
216,id_216,75.99513226496771
217,id_217,57.94714729501036
218,id_218,25.17506696381945
219,id_219,17.165617886457476
220,id_220,26.586264642366885
221,id_221,45.20798216206023
222,id_222,24.60905252355081
223,id_223,33.68163634641556
224,id_224,37.09454586637075
225,id_225,8.384023213180946
226,id_226,5.1486799244579835
227,id_227,57.351752995667006
228,id_228,24.283967643418436
229,id_229,3.1109889546165377
230,id_230,32.99930379469123
231,id_231,13.83169810099743
232,id_232,19.11182204808483
233,id_233,8.573400984381255
234,id_234,11.147208974827716
235,id_235,19.34526996434887
236,id_236,11.979823825800535
237,id_237,1.8029447262542853
238,id_238,19.174320120457374
239,id_239,2.7458683556952472
